,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,deposit
1017,53,1,1,0.0,0,-0.3433941721504877,1,0,0,20,9,677,1,-1,0,1
1018,43,9,1,2.0,0,0.869527972654169,1,0,0,20,9,1490,3,-1,0,1
1019,54,4,0,1.0,0,-0.380910424584374,1,0,0,20,9,562,2,-1,0,1
1020,30,1,2,1.0,0,1.9361057277993685,1,0,0,20,9,705,1,-1,0,1
1021,30,0,1,1.0,0,0.08230677488857002,0,0,0,20,9,1035,1,-1,0,1
1022,36,4,2,2.0,0,0.15609907306431345,0,1,0,20,9,736,1,-1,0,1
1023,33,4,1,2.0,0,0.5805598134113419,0,0,0,20,9,253,1,-1,0,1
1024,38,2,1,2.0,0,-0.1297685694484405,1,0,0,20,9,888,2,183,2,1
1025,37,9,0,1.0,0,0.4773126062999025,1,1,0,20,9,370,2,195,1,1
1026,32,7,1,1.0,0,-0.16914513192037084,1,0,0,20,9,500,2,133,1,1
1027,59,9,0,1.0,0,0.2689578820389799,0,0,0,20,9,488,1,-1,0,1
1028,59,5,1,1.0,0,1.6617099971878855,0,0,1,20,9,1025,2,-1,0,1
1029,46,0,0,1.0,0,0.17315191507971636,0,0,0,20,9,768,3,-1,0,1
1030,32,1,2,0.0,0,-0.43640967405268527,1,0,0,20,9,758,1,-1,0,1
1031,52,2,2,2.0,0,0.60164332717584,1,0,0,20,9,653,1,-1,0,1
1032,45,1,1,0.0,0,1.219266259806432,1,0,0,20,9,841,2,-1,0,1
1033,52,1,1,1.0,0,1.7333319336525776,0,1,1,20,9,871,3,-1,0,1
1034,31,1,1,2.0,0,-0.48477773504182803,0,0,0,20,9,952,2,-1,0,1
1035,31,10,1,1.0,0,-0.3765697011622715,1,0,0,20,9,1341,3,178,7,1
1036,39,9,2,1.0,0,5.264510437533006,0,0,0,20,9,1598,4,-1,0,1
1037,35,1,1,1.0,0,1.2744554576017362,1,0,0,20,9,945,2,-1,0,1
1038,33,7,1,1.0,0,0.4308048553488037,0,1,0,20,9,1059,2,-1,0,1
1039,50,1,1,0.0,0,3.4076109678921345,1,0,0,21,9,615,3,34,1,1
1040,36,4,1,2.0,0,0.7876743309802352,0,0,0,21,9,517,1,-1,0,1
1041,34,0,2,2.0,0,0.8450338904865904,1,0,0,21,9,714,1,-1,0,1
1042,46,1,0,0.0,0,-0.4060246100979674,1,0,0,21,9,729,1,-1,0,1
1043,47,9,1,1.0,0,-0.47392592648657167,0,0,0,21,9,591,1,10,1,1
1044,39,0,2,1.0,0,0.22772100952900562,1,1,1,21,9,1158,9,-1,0,1
1045,31,6,2,2.0,0,0.3287978549293937,0,0,0,21,9,614,1,-1,0,1
1046,41,4,2,2.0,0,0.1405964894139472,0,0,0,21,9,558,1,-1,0,1
1047,59,4,1,2.0,0,1.711628316542065,0,0,0,21,9,530,1,163,2,1
1048,39,4,0,2.0,0,0.13625576599184464,0,0,0,21,9,648,1,-1,0,1
1049,48,3,1,0.0,0,1.7568958608011345,0,0,0,21,9,609,2,-1,0,1
1050,50,0,1,1.0,0,0.8025568112845868,0,0,0,21,9,530,1,-1,0,1
1051,31,0,2,1.0,0,0.7507781818923634,1,0,0,21,9,529,1,-1,0,1
1052,30,7,2,1.0,0,-0.3204503483479456,1,0,0,21,9,641,1,-1,0,1
1053,31,4,1,1.0,0,2.201509959893639,1,0,0,21,9,957,1,184,2,1
1054,30,9,1,1.0,0,-0.3328524152682386,1,0,0,21,9,758,1,-1,0,1
1055,34,1,2,1.0,0,0.9324684622746562,1,0,0,21,9,963,1,-1,0,1
1056,53,1,1,1.0,0,0.0770358964474455,1,0,0,21,9,796,5,154,1,1
1057,34,1,1,0.0,0,0.6196263242102649,1,0,0,21,9,1022,1,-1,0,1
1058,57,4,1,2.0,0,-0.3585867041278466,0,0,0,21,9,553,3,-1,0,1
1059,41,7,2,1.0,0,-0.4454011725698977,0,0,0,21,9,372,1,-1,0,1
1060,40,0,1,0.0,0,-0.4516022060300442,1,1,0,21,9,849,1,-1,0,1
1061,37,0,0,1.0,0,0.0013832882336581131,1,0,0,21,9,555,4,-1,0,1
1062,31,4,1,2.0,0,0.8121684131478139,1,0,0,21,9,316,3,99,9,1
1063,58,4,1,2.0,0,-0.4441609658778684,0,0,0,21,9,850,1,-1,0,1
1064,39,10,1,1.0,0,0.22214007941487376,0,0,0,21,9,749,2,-1,0,1
1065,47,9,1,1.0,0,-0.21534283119846231,0,1,0,21,9,902,1,133,2,1
1066,44,4,1,2.0,0,0.8031769146306015,1,1,1,21,9,1074,1,-1,0,1
1067,45,9,1,2.0,0,-0.6367030548154174,0,1,0,21,9,980,2,-1,0,1
1068,41,2,1,0.0,0,-0.46183391123928597,1,0,0,21,9,549,2,-1,0,1
1069,33,9,2,2.0,0,-0.47392592648657167,1,0,0,21,9,654,1,-1,0,1
1070,30,8,2,2.0,0,0.3836770010516903,0,0,0,21,9,834,1,-1,0,1
1071,30,8,2,2.0,0,0.549244594437602,0,0,0,21,9,1571,1,-1,0,1
1072,42,4,1,2.0,0,-0.4627640662583079,0,0,0,21,9,664,3,-1,0,1
1073,49,4,1,2.0,0,6.508437749638396,0,0,0,21,9,579,9,-1,0,1
1074,59,10,2,0.0,0,1.9209131958220096,0,0,0,21,9,373,3,-1,0,1
1075,31,10,1,1.0,0,-0.43951019078275855,0,0,0,21,9,504,2,93,2,1
1076,43,4,1,2.0,0,0.3446104902527673,0,0,0,21,9,314,4,-1,0,1
1077,38,4,1,2.0,0,0.5914116219665982,0,0,0,21,9,663,4,-1,0,1
1078,30,7,1,1.0,0,-0.47392592648657167,1,0,0,21,9,681,4,-1,0,1
1079,35,0,0,1.0,0,0.6534219565680633,0,1,0,21,9,808,2,-1,0,1
1080,43,9,1,1.0,0,0.5455239743615141,1,0,0,21,9,775,3,-1,0,1
1081,34,4,2,2.0,0,0.342440128541716,1,0,0,21,9,705,6,-1,0,1
1082,52,1,1,1.0,0,-0.2940959561423229,0,0,0,21,9,965,2,-1,0,1
1083,46,4,1,1.0,0,-0.4277282272084802,0,0,0,21,9,1222,2,-1,0,1
1084,46,7,0,1.0,0,0.8682877659621397,0,0,0,21,9,534,2,-1,0,1
1085,37,0,2,1.0,0,-0.13379924119753575,1,0,0,21,9,1555,2,-1,0,1
1086,42,4,1,2.0,0,-0.07861004340223182,1,1,0,21,9,925,5,-1,0,1
1087,23,10,2,0.0,0,-0.1629440984602243,0,0,1,27,9,8,1,-1,0,1
1088,53,4,0,1.0,0,-0.162634046787217,0,1,1,22,2,119,1,-1,0,1
1089,26,10,2,2.0,0,-0.2215438646586088,0,0,0,28,4,1387,1,-1,0,1
1090,49,9,1,1.0,0,-0.22340417469665277,1,0,0,28,4,1232,1,-1,0,1
1091,34,9,2,1.0,0,-0.20759153937327918,0,0,0,28,4,829,1,-1,0,1
1092,28,9,2,1.0,0,0.910454793491136,0,0,0,28,4,769,1,-1,0,1
1093,46,9,0,2.0,0,-0.47392592648657167,0,0,0,28,4,1199,2,-1,0,1
1094,26,10,2,1.0,0,-0.2810737858760153,0,0,0,28,4,1451,2,-1,0,1
1095,31,7,2,1.0,0,0.055952382682947374,0,1,1,28,4,944,3,-1,0,1
1096,51,0,2,2.0,0,-0.35176556732168546,0,0,1,28,4,968,2,-1,0,1
1097,47,1,1,1.0,0,-0.12511779435333062,1,0,0,29,4,1101,1,-1,0,1
1098,53,1,1,0.0,1,-0.617169799415956,0,0,0,29,4,470,1,-1,0,1
1099,29,10,2,0.0,0,-0.3033975063325427,0,0,0,29,4,801,1,-1,0,1
1100,32,9,2,1.0,0,-0.306498023062616,0,1,0,29,4,750,1,-1,0,1
1101,26,1,2,0.0,0,-0.18216730218667848,0,0,0,29,4,1165,1,-1,0,1
1102,40,4,2,2.0,0,-0.051945599523601844,0,0,0,29,4,1473,1,-1,0,1
1103,33,7,2,2.0,0,-0.6140692826858827,0,0,0,29,4,692,2,-1,0,1
1104,49,10,1,0.0,0,-0.3133191598687771,0,0,0,29,4,1917,2,-1,0,1
1105,60,9,1,2.0,0,-0.49593959527009174,1,1,0,30,4,1451,1,-1,0,1
1106,41,4,2,1.0,0,0.5287811840191186,1,0,0,30,4,2770,1,-1,0,1
1107,36,9,2,1.0,0,-0.44354086253185376,0,0,0,30,4,771,1,-1,0,1
1108,29,7,2,1.0,0,-0.41315579857713586,0,0,0,30,4,726,2,-1,0,1
1109,42,0,0,1.0,0,-0.18371756055171512,0,0,0,30,4,931,1,-1,0,1
1110,33,2,2,2.0,0,-0.380910424584374,1,1,0,30,4,922,5,-1,0,1
1111,31,0,0,1.0,0,-0.40664471344398206,1,0,0,30,4,1776,2,-1,0,1
1112,31,10,2,0.0,0,-0.42338750378637763,0,0,0,30,4,707,2,2,1,1
1113,26,7,2,1.0,0,-0.43982024245576584,0,0,0,30,4,1136,2,-1,0,1
1114,40,9,2,2.0,0,0.036419127283485876,1,0,0,2,3,215,1,242,2,1
1115,45,10,1,1.0,0,0.15857948644837205,0,0,1,2,3,803,1,-1,0,1
1116,55,9,1,1.0,1,-0.5694218417728278,0,0,0,2,3,781,1,-1,0,1
1117,29,9,2,2.0,0,0.2469442132554598,0,0,0,2,3,125,1,-1,0,1
1118,47,4,2,2.0,0,-0.4472614826079417,0,0,0,2,3,1086,1,-1,0,1
1119,50,10,0,2.0,0,-0.13658970625460168,0,0,0,2,3,749,1,-1,0,1
1120,44,10,1,1.0,0,-0.47392592648657167,1,0,0,2,3,699,1,272,1,1
1121,56,10,1,1.0,0,-0.47392592648657167,0,0,1,2,3,492,1,-1,0,1
1122,39,8,2,2.0,0,0.17811274184783357,0,0,0,2,3,588,1,-1,0,1
1123,59,5,2,1.0,0,-0.47330582314055697,0,0,1,2,3,935,1,-1,0,1
1124,43,4,0,1.0,0,-0.45811329116319804,0,0,0,2,3,430,1,-1,0,1
1125,36,0,1,1.0,0,-0.4441609658778684,0,0,0,2,3,302,1,-1,0,1
1126,29,0,2,1.0,0,-0.15550285830804852,1,0,0,2,3,177,1,-1,0,1
1127,38,4,1,2.0,0,-0.06837833819299009,1,0,0,2,3,626,1,-1,0,1
1128,41,7,0,1.0,0,-0.21348252116041835,1,0,0,2,3,938,1,-1,0,1
1129,58,4,0,2.0,0,1.2936786613281903,0,0,0,2,3,521,1,-1,0,1
1130,61,4,1,2.0,0,1.3913449383254979,0,0,0,2,3,670,3,-1,0,1
1131,36,4,1,2.0,0,-0.27859337249195665,0,0,0,2,3,285,1,-1,0,1
1132,30,6,2,2.0,0,-0.3399836037474071,1,0,0,2,3,402,1,-1,0,1
1133,43,0,2,1.0,0,-0.550508689719381,1,1,0,2,3,751,2,76,4,1
1134,39,7,1,1.0,0,-0.45780323949019075,0,0,1,2,3,1420,3,-1,0,1
1135,48,1,2,0.0,0,-0.28076373420300793,1,0,0,2,3,1425,2,-1,0,1
1136,26,8,2,1.0,0,-0.47392592648657167,0,0,0,2,3,1223,2,-1,0,1
1137,51,9,1,1.0,0,-0.4429207591858391,0,0,0,2,3,467,2,-1,0,1
1138,37,4,1,2.0,0,0.7938753644403816,1,0,0,2,3,289,2,174,4,1
1139,29,9,2,2.0,0,0.04355031576265436,0,0,0,3,3,297,1,-1,0,1
1140,57,0,1,1.0,0,-0.42152719374833364,0,0,0,3,3,369,1,-1,0,1
1141,25,0,2,1.0,0,-0.3241709684240335,0,1,0,3,3,189,1,-1,0,1
1142,68,5,0,0.0,0,-0.3964130082347403,0,0,0,3,3,360,1,-1,0,1
1143,34,4,1,2.0,0,-0.47392592648657167,1,0,0,3,3,251,1,-1,0,1
1144,38,9,0,1.0,0,-0.19425931743396418,1,0,0,3,3,650,1,-1,0,1
1145,54,9,0,1.0,0,0.1945454805172218,1,0,0,3,3,261,1,195,4,1
1146,32,4,2,2.0,0,0.2577960218107162,0,0,0,3,3,152,2,160,5,1
1147,41,1,1,0.0,0,-0.4116055402120993,1,0,0,3,3,157,1,-1,0,1
1148,48,9,2,1.0,0,-0.5024506804032456,1,0,0,3,3,1393,1,-1,0,1
1149,59,5,0,1.0,0,-0.3145593665608064,0,0,0,3,3,261,1,-1,0,1
1150,39,10,2,1.0,0,-0.5092718172094067,1,0,0,3,3,372,1,-1,0,1
1151,31,4,1,2.0,0,-0.06124714971382161,0,0,0,3,3,182,2,90,1,1
1152,30,2,2,1.0,0,-0.24696810184520948,0,0,0,3,3,1404,4,-1,0,1
1153,40,4,1,2.0,0,-0.06837833819299009,0,0,1,3,3,1776,2,-1,0,1
1154,28,6,1,2.0,0,-0.47392592648657167,1,0,0,4,3,546,3,196,4,1
1155,52,4,1,2.0,0,-0.7746760493036773,1,0,0,4,3,489,1,-1,0,1
1156,32,9,2,2.0,0,-0.08760154191944426,1,0,0,4,3,192,2,-1,0,1
1157,34,4,1,2.0,0,-0.4512921543570369,0,0,0,4,3,426,2,-1,0,1
1158,31,10,2,0.0,0,-0.34804494724559754,0,0,0,4,3,736,1,-1,0,1
1159,57,0,1,1.0,0,0.887510969688594,0,0,1,4,3,1416,1,-1,0,1
1160,31,6,1,2.0,0,-0.421837245421341,0,0,0,4,3,193,2,-1,0,1
1161,29,4,1,2.0,0,-0.027141465683015818,1,0,0,4,3,80,2,-1,0,1
1162,75,5,0,0.0,0,0.7293846164548581,1,0,0,4,3,136,3,-1,0,1
1163,32,0,2,1.0,0,-0.2637108921876051,1,0,0,4,3,1579,1,246,4,1
1164,31,4,1,2.0,0,-0.43020864059253877,1,0,0,4,3,572,2,238,7,1
1165,41,6,2,2.0,0,-0.5030707837492602,1,0,0,4,3,1164,1,203,1,1
1166,22,0,2,2.0,0,-0.1958095757990008,1,0,0,4,3,133,4,-1,0,1
1167,31,10,2,1.0,0,-0.09752319545567867,0,0,0,4,3,974,1,-1,0,1
1168,69,5,1,0.0,0,-0.37346918443219823,0,0,0,4,3,136,4,-1,0,1
1169,30,6,1,2.0,0,0.35267183375095773,0,0,0,4,3,467,1,-1,0,1
1170,49,1,0,1.0,0,2.8166524791401724,0,1,0,4,3,1226,1,-1,0,1
1171,29,4,2,2.0,0,-0.25781991040046587,0,0,0,4,3,206,1,-1,0,1
1172,43,1,1,1.0,0,-0.1784466821105906,1,0,0,4,3,765,2,-1,0,1
1173,28,7,2,0.0,0,-0.4125356952311212,0,0,0,4,3,976,2,-1,0,1
1174,56,10,2,0.0,0,-0.1297685694484405,0,0,0,4,3,945,2,-1,0,1
1175,39,0,1,1.0,0,-0.43361920899561934,1,1,0,4,3,1290,2,-1,0,1
1176,33,1,1,1.0,0,-0.37625964948926416,0,0,0,4,3,146,3,-1,0,1
1177,38,9,1,2.0,0,0.8850305563045353,0,0,0,4,3,1381,4,-1,0,1
1178,30,0,2,1.0,0,-0.3768797528352788,1,0,0,4,3,1121,2,-1,0,1
1179,29,9,1,1.0,0,-0.3892818197555718,0,0,0,4,3,2775,2,-1,0,1
1180,69,4,1,2.0,0,-0.21348252116041835,0,0,1,5,3,128,3,-1,0,1
1181,44,4,1,2.0,0,-0.3781199595273081,1,0,0,5,3,676,1,-1,0,1
1182,35,4,2,2.0,0,0.3653839523442581,0,0,0,5,3,699,1,-1,0,1
1183,31,9,2,2.0,0,-0.13007862112144783,0,0,0,5,3,642,1,167,2,1
1184,26,2,2,1.0,0,-0.44261070751283177,1,0,0,5,3,810,1,268,1,1
1185,26,2,2,2.0,0,-0.24913846355626076,0,0,0,5,3,1916,2,189,29,1
1186,34,10,1,0.0,0,-0.3781199595273081,0,0,0,5,3,578,1,-1,0,1
1187,42,9,2,1.0,0,-0.3061879713896086,1,0,0,5,3,656,1,-1,0,1
1188,54,7,1,1.0,0,-0.47392592648657167,1,0,0,5,3,686,2,267,1,1
1189,53,4,1,2.0,0,0.02959799047732472,0,0,0,5,3,158,3,-1,0,1
1190,54,9,1,1.0,0,-0.47392592648657167,0,0,1,5,3,744,3,-1,0,1
1191,48,2,2,2.0,0,-0.37532949447024216,1,0,0,5,3,1017,4,-1,0,1
1192,40,10,1,0.0,0,0.11765266561140512,1,0,0,5,3,1661,2,-1,0,1
1193,28,9,2,2.0,0,-0.2643309955336197,0,0,0,5,3,1138,2,-1,0,1
1194,34,2,1,2.0,0,-0.14031032633068957,1,0,0,5,3,136,10,-1,0,1
1195,34,4,2,2.0,0,-0.09318247203357612,0,0,0,5,3,263,8,-1,0,1
1196,32,4,2,2.0,0,-0.47392592648657167,0,0,0,5,3,550,4,-1,0,1
1197,31,7,2,1.0,0,-0.4698952547374764,0,1,0,6,3,1019,2,-1,0,1
1198,31,4,2,2.0,0,3.5124084333686105,1,0,0,6,3,158,1,92,1,1
1199,66,9,1,1.0,0,-0.47392592648657167,0,0,0,6,3,751,1,-1,0,1
1200,37,9,2,2.0,0,1.4176993305311205,0,0,0,6,3,141,1,-1,0,1
1201,33,4,1,2.0,0,-0.42493776215141427,0,0,0,6,3,192,2,-1,0,1
1202,50,4,1,2.0,0,-0.3666480476260371,0,0,0,6,3,178,1,-1,0,1
1203,33,1,2,1.0,0,-0.25781991040046587,0,0,0,6,3,860,2,-1,0,1
1204,56,4,1,2.0,0,-0.2829340959140592,0,0,0,6,3,156,1,-1,0,1
1205,26,7,2,2.0,0,-0.12046701925822074,1,0,0,6,3,984,2,-1,0,1
1206,59,5,0,2.0,0,0.5938920353506568,0,0,0,6,3,241,2,-1,0,1
1207,32,1,1,1.0,0,0.10866116709419268,0,0,0,6,3,591,8,-1,0,1
1208,22,8,2,1.0,0,-0.47392592648657167,0,0,0,6,3,229,6,-1,0,1
1209,34,4,1,2.0,0,-0.47392592648657167,0,0,0,6,3,787,3,9,1,1
1210,39,7,1,2.0,0,-0.0110187786866349,0,0,0,9,3,912,3,-1,0,1
1211,28,9,2,1.0,0,-0.3768797528352788,0,0,0,9,3,1183,2,-1,0,1
1212,31,6,2,2.0,0,0.08881786002172386,0,0,1,9,3,1541,1,-1,0,1
1213,33,1,2,2.0,0,-0.2568897553814439,0,0,0,9,3,126,1,88,1,1
1214,66,5,1,0.0,0,-0.41005528184706264,0,0,0,9,3,479,1,-1,0,1
1215,26,0,2,1.0,0,-0.39486274986970366,0,0,0,9,3,190,1,-1,0,1
1216,30,0,2,1.0,0,-0.3902119747745938,0,0,0,9,3,123,1,-1,0,1
1217,28,9,2,2.0,0,1.0723017668009598,0,0,0,9,3,253,21,-1,0,1
1218,29,9,2,2.0,0,-0.2652611505526417,1,0,0,9,3,835,3,-1,0,1
1219,49,7,1,1.0,0,-0.3747093911242275,0,0,1,9,3,1971,4,-1,0,1
1220,34,0,1,1.0,0,-0.47392592648657167,1,0,0,10,3,97,1,85,1,1
1221,47,1,1,1.0,0,-0.38339083796843265,0,0,0,10,3,277,1,-1,0,1
1222,42,9,1,2.0,0,-0.23921681002002634,0,0,0,10,3,154,1,-1,0,1
1223,43,4,1,2.0,0,-0.4615238595662786,0,0,0,10,3,147,1,-1,0,1
1224,61,5,1,2.0,0,-0.08419097351636368,0,0,0,10,3,503,1,-1,0,1
1225,35,9,2,1.0,0,0.05099155591483017,1,0,0,10,3,515,1,-1,0,1
1226,40,1,1,1.0,0,1.0949355389304947,0,0,0,10,3,154,2,93,1,1
1227,31,4,0,2.0,0,-0.3582766524548393,0,0,0,10,3,132,6,-1,0,1
1228,33,4,1,1.0,0,-0.3595168591468686,0,0,0,11,3,446,1,-1,0,1
1229,69,5,1,0.0,0,0.25345529838861364,0,0,0,11,3,354,2,-1,0,1
1230,30,7,2,1.0,0,0.021846698652141585,0,0,0,11,3,152,2,-1,0,1
1231,41,9,1,1.0,0,-0.14341084306076282,0,0,0,11,3,109,3,-1,0,1
1232,31,4,1,2.0,0,0.33313857835149624,1,0,0,11,3,280,4,-1,0,1
1233,22,8,2,1.0,0,-0.3557962390707807,0,0,0,12,3,227,1,-1,0,1
1234,37,0,1,1.0,0,-0.06651802815494613,1,0,0,12,3,118,4,210,3,1
1235,48,4,2,2.0,0,1.2899580412521023,0,0,0,12,3,262,1,-1,0,1
1236,85,5,1,0.0,0,3.282040040324168,0,0,1,12,3,165,2,-1,0,1
1237,72,5,1,2.0,0,-0.47392592648657167,0,0,0,13,3,99,1,-1,0,1
1238,46,0,0,1.0,0,0.21810940766577852,0,0,0,13,3,121,1,-1,0,1
1239,26,9,2,2.0,0,3.203907018726322,0,0,0,13,3,119,1,-1,0,1
1240,37,9,1,2.0,0,-0.43454936401464134,1,0,0,13,3,71,1,-1,0,1
1241,53,4,0,2.0,0,0.1933052738251925,0,0,0,13,3,75,3,-1,0,1
1242,33,4,2,2.0,0,0.627377616035448,0,0,0,13,3,158,2,85,3,1
1243,90,5,0,1.0,0,-0.4736158748135643,0,0,0,13,3,152,3,-1,0,1
1244,54,0,0,1.0,0,0.1064908053831414,0,0,0,13,3,439,5,-1,0,1
1245,67,5,1,2.0,0,-0.05814663298374835,0,0,0,13,3,706,1,-1,0,1
1246,42,4,0,2.0,0,1.9140920590158483,0,0,0,16,3,138,2,-1,0,1
1247,71,5,1,0.0,0,0.9699847147085425,0,0,0,16,3,93,5,-1,0,1
1248,44,0,0,1.0,0,-0.35083541230266346,1,1,0,16,3,127,1,257,1,1
1249,47,2,1,2.0,0,-0.47392592648657167,0,0,0,16,3,261,2,-1,0,1
1250,44,0,1,2.0,0,-0.36602794428002244,1,1,0,16,3,170,2,-1,0,1
1251,37,9,2,1.0,0,0.28322025899731684,0,0,0,16,3,91,3,-1,0,1
1252,37,7,1,1.0,0,0.0044838049637313665,1,0,0,16,3,138,2,-1,0,1
1253,28,6,2,2.0,0,-0.22433432971567474,0,0,0,16,3,331,1,-1,0,1
1254,21,1,2,1.0,0,0.22834111287502026,0,0,0,17,3,92,2,-1,0,1
1255,32,4,2,2.0,0,-0.37718980450828615,0,0,0,17,3,232,2,-1,0,1
1256,51,9,1,1.0,0,-0.41315579857713586,1,1,0,17,3,88,1,-1,0,1
1257,26,8,2,1.0,0,-0.2816938892220299,0,0,0,17,3,104,1,-1,0,1
1258,74,5,1,1.0,0,0.057502641047984,0,0,1,17,3,127,1,-1,0,1
1259,65,5,1,2.0,0,0.2751589154991264,0,0,0,17,3,221,2,-1,0,1
1260,47,9,1,1.0,0,-0.37005861602911766,0,0,0,17,3,226,1,-1,0,1
1261,38,0,1,1.0,0,-0.23983691336604102,1,0,0,17,3,120,1,-1,0,1
1262,71,5,1,1.0,0,0.4097213415843056,0,0,0,17,3,185,1,-1,0,1
1263,29,7,1,1.0,0,-0.12201727762325737,1,0,0,17,3,323,1,-1,0,1
1264,61,5,1,0.0,0,-0.41284574690412856,0,0,0,17,3,113,1,-1,0,1
1265,57,5,0,0.0,0,-0.2506887219212974,0,0,1,17,3,202,4,-1,0,1
1266,37,4,1,2.0,0,1.1864007824676557,0,0,1,17,3,466,4,-1,0,1
1267,68,5,1,1.0,0,-0.3359529319983119,0,0,0,18,3,475,1,-1,0,1
1268,29,4,2,2.0,0,1.1876409891596849,0,0,0,18,3,147,1,-1,0,1
1269,51,2,1,0.0,0,-0.02652136233700117,0,0,0,18,3,172,10,-1,0,1
1270,41,9,0,1.0,0,0.7808531941740741,1,0,0,18,3,343,1,-1,0,1
1271,24,8,2,1.0,0,6.929487921582343,0,0,0,18,3,185,1,-1,0,1
1272,24,1,2,1.0,0,-0.4221472970943483,0,1,0,18,3,134,2,-1,0,1
1273,59,10,1,1.0,0,-0.149301824847902,0,0,0,18,3,83,3,-1,0,1
1274,85,5,0,0.0,0,1.8864974601181963,0,0,0,18,3,355,3,-1,0,1
1275,51,9,1,1.0,0,-0.43764988074471456,0,0,0,18,3,442,2,-1,0,1
1276,39,9,1,1.0,0,0.22865116454802759,0,0,0,18,3,208,4,-1,0,1
1277,44,4,1,0.0,0,-0.3009170929484841,0,0,0,19,3,268,5,-1,0,1
1278,26,0,2,1.0,0,0.3039937210888077,0,0,0,19,3,654,3,-1,0,1
1279,48,4,1,2.0,0,0.08664749831067259,1,0,0,26,3,245,1,-1,0,1
1280,37,9,2,1.0,0,-0.12356753598829401,0,0,0,26,3,152,1,-1,0,1
1281,71,5,1,2.0,0,-0.2714621840127882,0,0,1,26,3,367,1,-1,0,1
1282,62,3,1,2.0,0,0.15268850466123288,0,0,1,26,3,361,1,-1,0,1
1283,26,0,2,2.0,0,-0.3768797528352788,0,1,0,26,3,210,2,-1,0,1
1284,43,10,2,2.0,0,-0.16914513192037084,1,0,0,26,3,97,1,-1,0,1
1285,30,4,2,2.0,0,1.2502714271071647,1,0,0,27,3,195,1,100,1,1
1286,50,4,1,2.0,0,2.1134552847595587,0,0,0,27,3,194,1,261,1,1
1287,25,9,2,1.0,0,-0.09225231701455414,1,0,0,27,3,412,5,-1,0,1
1288,25,0,2,2.0,0,0.6825668138307519,1,0,0,27,3,353,1,-1,0,1
1289,31,4,2,2.0,0,-0.187438180627803,0,0,0,27,3,172,1,-1,0,1
1290,28,9,2,2.0,0,0.2977926876286611,1,0,1,27,3,342,2,-1,0,1
1291,66,5,1,1.0,0,-0.16542451184428292,0,0,0,27,3,131,2,-1,0,1
1292,41,4,1,1.0,0,-0.3871114580445206,1,0,0,27,3,87,2,-1,0,1
1293,46,9,1,1.0,0,0.5907915186205835,0,1,0,27,3,115,1,-1,0,1
1294,42,10,1,2.0,0,-0.29533616283435227,0,0,0,27,3,156,1,-1,0,1
1295,28,9,2,1.0,0,-0.05132549617758719,0,0,0,27,3,79,1,-1,0,1
1296,39,1,2,0.0,0,-0.29378590446931563,1,0,0,27,3,233,1,270,1,1
1297,42,7,1,1.0,0,-0.04729482442849196,1,0,0,2,7,712,4,-1,0,1
1298,35,7,1,1.0,0,-0.45780323949019075,1,0,0,2,7,378,4,-1,0,1
1299,55,9,1,1.0,0,-0.47392592648657167,1,1,0,2,7,116,1,-1,0,1
1300,37,9,1,2.0,0,-0.30370755800555005,0,0,0,2,7,239,1,-1,0,1
1301,29,4,2,2.0,0,-0.4454011725698977,0,0,0,2,7,175,5,-1,0,1
1302,49,4,1,2.0,0,0.4193329434475327,0,0,0,2,7,120,3,-1,0,1
1303,44,9,2,1.0,0,-0.3964130082347403,0,0,1,2,7,382,2,-1,0,1
1304,54,0,1,1.0,0,-0.2872748193361618,0,0,0,3,7,143,2,-1,0,1
1305,28,4,2,2.0,0,-0.24758820519122415,1,0,0,3,7,631,1,-1,0,1
1306,30,0,2,1.0,0,-0.3117689015037405,0,1,0,3,7,83,1,-1,0,1
1307,47,9,1,1.0,0,-0.3830807862954253,0,0,0,3,7,499,1,-1,0,1
1308,34,1,2,1.0,0,-0.4072648167899967,0,0,0,3,7,350,3,-1,0,1
1309,37,1,2,2.0,0,-0.47392592648657167,0,0,0,3,7,426,1,-1,0,1
1310,25,6,2,2.0,0,-0.46090375622026397,1,0,0,3,7,320,1,-1,0,1
1311,29,9,2,1.0,0,-0.3759495978162568,1,0,0,3,7,156,1,-1,0,1
1312,62,4,1,1.0,0,0.9405298057728466,1,0,0,3,7,168,1,-1,0,1
1313,58,4,0,1.0,0,2.6824001047280004,0,0,0,3,7,180,2,-1,0,1
1314,46,4,1,2.0,0,-0.47392592648657167,0,0,0,3,7,305,13,-1,0,1
1315,56,5,1,2.0,0,-0.3868014063715132,0,0,0,3,7,96,2,-1,0,1
1316,33,4,1,2.0,0,-0.3964130082347403,0,0,0,4,7,377,6,-1,0,1
1317,27,8,2,2.0,0,-0.47392592648657167,0,0,0,5,7,82,3,-1,0,1
1318,60,5,1,1.0,0,-0.3486650505916122,0,0,0,5,7,308,2,196,2,1
1319,32,4,2,2.0,0,-0.31703977994486504,0,0,0,5,7,63,2,-1,0,1
1320,83,5,0,0.0,0,-0.13379924119753575,0,0,1,5,7,181,1,-1,0,1
1321,35,6,1,2.0,0,0.6726451602945175,1,0,0,5,7,106,1,-1,0,1
1322,31,4,0,2.0,0,-0.20015029922110336,1,0,0,5,7,112,2,106,1,1
